audio_path,reciter_id,surah,ayah,source_url,sha256,language
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_001.mp3,abdulbaset_warsh,1,,https://download.quranicaudio.com/quran/abdulbaset_warsh/001.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_087.mp3,abdulbaset_warsh,87,,https://download.quranicaudio.com/quran/abdulbaset_warsh/087.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_088.mp3,abdulbaset_warsh,88,,https://download.quranicaudio.com/quran/abdulbaset_warsh/088.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_089.mp3,abdulbaset_warsh,89,,https://download.quranicaudio.com/quran/abdulbaset_warsh/089.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_090.mp3,abdulbaset_warsh,90,,https://download.quranicaudio.com/quran/abdulbaset_warsh/090.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_091.mp3,abdulbaset_warsh,91,,https://download.quranicaudio.com/quran/abdulbaset_warsh/091.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_092.mp3,abdulbaset_warsh,92,,https://download.quranicaudio.com/quran/abdulbaset_warsh/092.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_093.mp3,abdulbaset_warsh,93,,https://download.quranicaudio.com/quran/abdulbaset_warsh/093.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_094.mp3,abdulbaset_warsh,94,,https://download.quranicaudio.com/quran/abdulbaset_warsh/094.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_095.mp3,abdulbaset_warsh,95,,https://download.quranicaudio.com/quran/abdulbaset_warsh/095.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_096.mp3,abdulbaset_warsh,96,,https://download.quranicaudio.com/quran/abdulbaset_warsh/096.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_097.mp3,abdulbaset_warsh,97,,https://download.quranicaudio.com/quran/abdulbaset_warsh/097.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_098.mp3,abdulbaset_warsh,98,,https://download.quranicaudio.com/quran/abdulbaset_warsh/098.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_099.mp3,abdulbaset_warsh,99,,https://download.quranicaudio.com/quran/abdulbaset_warsh/099.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_100.mp3,abdulbaset_warsh,100,,https://download.quranicaudio.com/quran/abdulbaset_warsh/100.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_101.mp3,abdulbaset_warsh,101,,https://download.quranicaudio.com/quran/abdulbaset_warsh/101.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_102.mp3,abdulbaset_warsh,102,,https://download.quranicaudio.com/quran/abdulbaset_warsh/102.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_103.mp3,abdulbaset_warsh,103,,https://download.quranicaudio.com/quran/abdulbaset_warsh/103.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_104.mp3,abdulbaset_warsh,104,,https://download.quranicaudio.com/quran/abdulbaset_warsh/104.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_105.mp3,abdulbaset_warsh,105,,https://download.quranicaudio.com/quran/abdulbaset_warsh/105.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_106.mp3,abdulbaset_warsh,106,,https://download.quranicaudio.com/quran/abdulbaset_warsh/106.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_107.mp3,abdulbaset_warsh,107,,https://download.quranicaudio.com/quran/abdulbaset_warsh/107.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_108.mp3,abdulbaset_warsh,108,,https://download.quranicaudio.com/quran/abdulbaset_warsh/108.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_109.mp3,abdulbaset_warsh,109,,https://download.quranicaudio.com/quran/abdulbaset_warsh/109.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_110.mp3,abdulbaset_warsh,110,,https://download.quranicaudio.com/quran/abdulbaset_warsh/110.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_111.mp3,abdulbaset_warsh,111,,https://download.quranicaudio.com/quran/abdulbaset_warsh/111.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_112.mp3,abdulbaset_warsh,112,,https://download.quranicaudio.com/quran/abdulbaset_warsh/112.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_113.mp3,abdulbaset_warsh,113,,https://download.quranicaudio.com/quran/abdulbaset_warsh/113.mp3,,ar
/Users/atlantic/Developer/quran-audio-data/samples/audio/abdulbaset_warsh_114.mp3,abdulbaset_warsh,114,,https://download.quranicaudio.com/quran/abdulbaset_warsh/114.mp3,,ar
